------------------------------------------------------------
 solve prev v1=-0.5 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Electron Concentration (/cm3)
       222.877749881,    1.07119946628e+16
       223.214423219,    1.07109315179e+16
       223.551096557,     1.0709868373e+16
       223.887769895,    1.07087969808e+16
       224.224443233,    1.07077255886e+16
       224.561116572,    1.07066458881e+16
        224.89778991,    1.07055661877e+16
       225.234463248,    1.07044781175e+16
       225.571136586,    1.07033900474e+16
       225.907809924,    1.07022935457e+16
       226.244483263,    1.07011970441e+16
       226.581156601,    1.07000920487e+16
       226.917829939,    1.06989870533e+16
       227.254503277,    1.06978735015e+16
       227.591176615,    1.06967599497e+16
       227.927849953,    1.06956377785e+16
       228.264523292,    1.06945156073e+16
        228.60119663,    1.06933847532e+16
       228.937869968,    1.06922538991e+16
       229.274543306,    1.06911142982e+16
       229.611216644,    1.06899746973e+16
       229.947889983,    1.06888262853e+16
       230.284563321,    1.06876778733e+16
       230.621236659,    1.06865205855e+16
       230.957909997,    1.06853632977e+16
       231.294583335,     1.0684197069e+16
       231.631256674,    1.06830308402e+16
       231.967930012,    1.06818556049e+16
        232.30460335,    1.06806803695e+16
       232.641276688,    1.06794960617e+16
       232.977950026,    1.06783117539e+16
       233.314623364,     1.0677118307e+16
       233.651296703,    1.06759248602e+16
       233.987970041,    1.06747222076e+16
       234.324643379,     1.0673519555e+16
       234.661316717,    1.06723076293e+16
       234.997990055,    1.06710957036e+16
       235.334663394,    1.06698744371e+16
       235.671336732,    1.06686531706e+16
        236.00801007,    1.06674224951e+16
       236.344683408,    1.06661918197e+16
       236.681356746,    1.06649516667e+16
       237.018030085,    1.06637115137e+16
       237.354703423,    1.06624618141e+16
       237.691376761,    1.06612121146e+16
       238.028050099,     1.0659952799e+16
       238.364723437,    1.06586934834e+16
       238.701396776,    1.06574244819e+16
       239.038070114,    1.06561554804e+16
       239.374743452,    1.06548767227e+16
        239.71141679,    1.06535979649e+16
       240.048090128,    1.06523093801e+16
       240.384763466,    1.06510207954e+16
       240.721436805,    1.06497223123e+16
       241.058110143,    1.06484238292e+16
       241.394783481,    1.06471153762e+16
       241.731456819,    1.06458069232e+16
       242.068130157,    1.06444884281e+16
       242.404803496,     1.0643169933e+16
       242.741476834,    1.06418413232e+16
       243.078150172,    1.06405127135e+16
        243.41482351,     1.0639173916e+16
       243.751496848,    1.06378351186e+16
       244.088170187,      1.063648606e+16
       244.424843525,    1.06351370014e+16
       244.761516863,    1.06337776077e+16
       245.098190201,     1.0632418214e+16
       245.434863539,    1.06310484109e+16
       245.771536877,    1.06296786077e+16
       246.108210216,    1.06282983202e+16
       246.444883554,    1.06269180327e+16
       246.781556892,    1.06255271856e+16
        247.11823023,    1.06241363384e+16
       247.454903568,    1.06227348559e+16
       247.791576907,    1.06213333734e+16
       248.128250245,    1.06199211792e+16
       248.464923583,     1.0618508985e+16
       248.801596921,    1.06170860026e+16
       249.138270259,    1.06156630201e+16
       249.474943598,    1.06142291721e+16
       249.811616936,    1.06127953242e+16
