------------------------------------------------------------
 solve prev gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Hole Charge Concentration (/cm3)
   4.33680868994e-15,        9925.37789492
    0.00901803584433,        31430232971.9
     0.0180360716887,        62860456018.5
      0.027054107533,        94163596828.7
     0.0360721433773,         125466737639
     0.0450901792216,         156642806213
      0.054108215066,         187818874788
     0.0631262509103,         218867881294
     0.0721442867546,         249916887800
      0.081162322599,         280838842470
     0.0901803584433,         311760797141
     0.0991983942876,         342555710219
      0.108216430132,         373350623297
      0.117234465976,         404018505004
      0.126252501821,         434686386712
      0.135270537665,         465227247236
      0.144288573509,         495768107761
      0.153306609354,         526181957247
      0.162324645198,         556595806732
      0.171342681042,         586882655279
      0.180360716887,         617169503825
      0.189378752731,         647329361485
      0.198396788575,         677489219144
       0.20741482442,         707522095923
      0.216432860264,         737554972702
      0.225450896108,         767460878561
      0.234468931953,         797366784420
      0.243486967797,         827145729275
      0.252505003641,         856924674130
      0.261523039486,         886576667852
       0.27054107533,         916228661573
      0.279559111174,         945753713990
      0.288577147019,         975278766406
      0.297595182863,        1004676887300
      0.306613218707,        1034075008190
      0.315631254552,        1063346207310
      0.324649290396,        1092617406420
       0.33366732624,        1121761693450
      0.342685362085,        1150905980480
      0.351703397929,        1179923365080
      0.360721433773,        1208940749680
      0.369739469618,        1237831241470
      0.378757505462,        1266721733250
      0.387775541306,        1295485341790
       0.39679357715,        1324248950330
      0.405811612995,        1352885685150
      0.414829648839,        1381522419970
      0.423847684683,        1410032290560
      0.432865720528,        1438542161150
      0.441883756372,        1466925176950
      0.450901792216,        1495308192740
      0.459919828061,        1523564363150
      0.468937863905,        1551820533550
      0.477955899749,        1579949867930
      0.486973935594,        1608079202300
      0.495991971438,        1636081709960
      0.505010007282,        1664084217610
      0.514028043127,        1691959907830
      0.523046078971,        1719835598040
      0.532064114815,        1747584480040
       0.54108215066,        1775333362040
      0.550100186504,        1802955445020
      0.559118222348,        1830577528000
