------------------------------------------------------------
 solve prev v1=1 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Total Current (A)
         293.5791509,        64.4662680992
       293.915824238,        64.4662680992
       294.252497577,        64.4662680992
       294.589170915,        64.4662680992
       294.925844253,        64.4662680992
       295.262517591,        64.4662680992
       295.599190929,        64.4662680992
       295.935864268,        64.4662680992
       296.272537606,        64.4662680992
       296.609210944,        64.4662680992
       296.945884282,        64.4662680992
        297.28255762,        64.4662680992
       297.619230958,        64.4662680992
       297.955904297,        64.4662680992
       298.292577635,        64.4662680992
       298.629250973,        64.4662680992
       298.965924311,        64.4662680992
       299.302597649,        64.4662680992
       299.639270988,        64.4662680992
       299.975944326,        64.4662680992
       300.312617664,        64.4662680992
       300.649291002,        64.4662680992
        300.98596434,        64.4662680992
       301.322637679,        64.4662680992
       301.659311017,        64.4662680992
       301.995984355,        64.4662680992
       302.332657693,        64.4662680992
       302.669331031,        64.4662680992
       303.006004369,        64.4662680992
       303.342677708,        64.4662680992
       303.679351046,        64.4662680992
       304.016024384,        64.4662680992
       304.352697722,        64.4662680992
        304.68937106,        64.4662680992
       305.026044399,        64.4662680992
       305.362717737,        64.4662680992
       305.699391075,        64.4662680992
       306.036064413,        64.4662680992
       306.372737751,        64.4662680992
        306.70941109,        64.4662680992
       307.046084428,        64.4662680992
       307.382757766,        64.4662680992
       307.719431104,        64.4662680992
       308.056104442,        64.4662680992
        308.39277778,        64.4662680992
       308.729451119,        64.4662680992
       309.066124457,        64.4662680992
       309.402797795,        64.4662680992
       309.739471133,        64.4662680992
       310.076144471,        64.4662680992
        310.41281781,        64.4662680992
       310.749491148,        64.4662680992
       311.086164486,        64.4662680992
       311.422837824,        64.4662680992
       311.759511162,        64.4662680992
       312.096184501,        64.4662680992
       312.432857839,        64.4662680992
       312.769531177,        64.4662680992
       313.106204515,        64.4662680992
       313.442877853,        64.4662680992
       313.779551191,        64.4662680992
        314.11622453,        64.4662680992
       314.452897868,        64.4662680992
       314.789571206,        64.4662680992
       315.126244544,        64.4662680992
       315.462917882,        64.4662680992
       315.799591221,        64.4662680992
       316.136264559,        64.4662680992
       316.472937897,        64.4662680992
       316.809611235,        64.4662680992
       317.146284573,        64.4662680992
       317.482957912,        64.4662680992
        317.81963125,        64.4662680992
       318.156304588,        64.4662680992
       318.492977926,        64.4662680992
       318.829651264,        64.4662680992
       319.166324603,        64.4662680992
       319.502997941,        64.4662680992
       319.839671279,        64.4662680992
       320.176344617,        64.4662680992
       320.513017955,        64.4662680992
       320.849691293,        64.4662680992
       321.186364632,        64.4662680992
        321.52303797,        64.4662680992
       321.859711308,        64.4662680992
       322.196384646,        64.4662680992
       322.533057984,        64.4662680992
       322.869731323,        64.4662680992
       323.206404661,        64.4662680992
       323.543077999,        64.4662680992
       323.879751337,        64.4662680992
       324.216424675,        64.4662680992
       324.553098014,        64.4662680992
       324.889771352,        64.4662680992
        325.22644469,        64.4662680992
       325.563118028,        64.4662680992
       325.899791366,        64.4662680992
       326.236464704,        64.4662680992
       326.573138043,        64.4662680992
       326.909811381,        64.4662680992
       327.246484719,        64.4662680992
       327.583158057,        64.4662680992
       327.919831395,        64.4662680992
       328.256504734,        64.4662680992
       328.593178072,        64.4662680992
        328.92985141,        64.4662680992
       329.266524748,        64.4662680992
       329.603198086,        64.4662680992
       329.939871425,        64.4662680992
       330.276544763,        64.4662680992
       330.613218101,        64.4662680992
       330.949891439,        64.4662680992
       331.286564777,        64.4662680992
       331.623238115,        64.4662680992
       331.959911454,        64.4662680992
       332.296584792,        64.4662680992
        332.63325813,        64.4662680992
       332.969931468,        64.4662680992
       333.306604806,        64.4662680992
       333.643278145,        64.4662680992
       333.979951483,        64.4662680992
       334.316624821,        64.4662680992
       334.653298159,        64.4662680992
       334.989971497,        64.4662680992
       335.326644836,        64.4662680992
       335.663318174,        64.4662680992
       335.999991512,        64.4662680992

