------------------------------------------------------------
 solve prev v1=1 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Total Current (A)
       219.511016499,        64.4662680992
       219.847689837,        64.4662680992
       220.184363175,        64.4662680992
       220.521036513,        64.4662680992
       220.857709852,        64.4662680992
        221.19438319,        64.4662680992
       221.531056528,        64.4662680992
       221.867729866,        64.4662680992
       222.204403204,        64.4662680992
       222.541076542,        64.4662680992
       222.877749881,        64.4662680992
       223.214423219,        64.4662680992
       223.551096557,        64.4662680992
       223.887769895,        64.4662680992
       224.224443233,        64.4662680992
       224.561116572,        64.4662680992
        224.89778991,        64.4662680992
       225.234463248,        64.4662680992
       225.571136586,        64.4662680992
       225.907809924,        64.4662680992
       226.244483263,        64.4662680992
       226.581156601,        64.4662680992
       226.917829939,        64.4662680992
       227.254503277,        64.4662680992
       227.591176615,        64.4662680992
       227.927849953,        64.4662680992
       228.264523292,        64.4662680992
        228.60119663,        64.4662680992
       228.937869968,        64.4662680992
       229.274543306,        64.4662680992
       229.611216644,        64.4662680992
       229.947889983,        64.4662680992
       230.284563321,        64.4662680992
       230.621236659,        64.4662680992
       230.957909997,        64.4662680992
       231.294583335,        64.4662680992
       231.631256674,        64.4662680992
       231.967930012,        64.4662680992
        232.30460335,        64.4662680992
       232.641276688,        64.4662680992
       232.977950026,        64.4662680992
       233.314623364,        64.4662680992
       233.651296703,        64.4662680992
       233.987970041,        64.4662680992
       234.324643379,        64.4662680992
       234.661316717,        64.4662680992
       234.997990055,        64.4662680992
       235.334663394,        64.4662680992
       235.671336732,        64.4662680992
        236.00801007,        64.4662680992
       236.344683408,        64.4662680992
       236.681356746,        64.4662680992
       237.018030085,        64.4662680992
       237.354703423,        64.4662680992
       237.691376761,        64.4662680992
       238.028050099,        64.4662680992
       238.364723437,        64.4662680992
       238.701396776,        64.4662680992
       239.038070114,        64.4662680992
       239.374743452,        64.4662680992
        239.71141679,        64.4662680992
       240.048090128,        64.4662680992
       240.384763466,        64.4662680992
       240.721436805,        64.4662680992
       241.058110143,        64.4662680992
       241.394783481,        64.4662680992
       241.731456819,        64.4662680992
       242.068130157,        64.4662680992
       242.404803496,        64.4662680992
       242.741476834,        64.4662680992
       243.078150172,        64.4662680992
        243.41482351,        64.4662680992
       243.751496848,        64.4662680992
       244.088170187,        64.4662680992
       244.424843525,        64.4662680992
       244.761516863,        64.4662680992
       245.098190201,        64.4662680992
       245.434863539,        64.4662680992
       245.771536877,        64.4662680992
       246.108210216,        64.4662680992
       246.444883554,        64.4662680992
       246.781556892,        64.4662680992
        247.11823023,        64.4662680992
       247.454903568,        64.4662680992
       247.791576907,        64.4662680992
       248.128250245,        64.4662680992
       248.464923583,        64.4662680992
       248.801596921,        64.4662680992
       249.138270259,        64.4662680992
       249.474943598,        64.4662680992
       249.811616936,        64.4662680992
       250.148290274,        64.4662680992
       250.484963612,        64.4662680992
        250.82163695,        64.4662680992
       251.158310288,        64.4662680992
       251.494983627,        64.4662680992
       251.831656965,        64.4662680992
       252.168330303,        64.4662680992
       252.505003641,        64.4662680992
       252.841676979,        64.4662680992
       253.178350318,        64.4662680992
       253.515023656,        64.4662680992
       253.851696994,        64.4662680992
       254.188370332,        64.4662680992
        254.52504367,        64.4662680992
       254.861717009,        64.4662680992
       255.198390347,        64.4662680992
       255.535063685,        64.4662680992
       255.871737023,        64.4662680992
       256.208410361,        64.4662680992
       256.545083699,        64.4662680992
       256.881757038,        64.4662680992
       257.218430376,        64.4662680992
       257.555103714,        64.4662680992
       257.891777052,        64.4662680992
        258.22845039,        64.4662680992
       258.565123729,        64.4662680992
       258.901797067,        64.4662680992
       259.238470405,        64.4662680992
       259.575143743,        64.4662680992
       259.911817081,        64.4662680992
        260.24849042,        64.4662680992
       260.585163758,        64.4662680992
       260.921837096,        64.4662680992
       261.258510434,        64.4662680992
       261.595183772,        64.4662680992
        261.93185711,        64.4662680992
       262.268530449,        64.4662680992
       262.605203787,        64.4662680992
       262.941877125,        64.4662680992
