------------------------------------------------------------
 solve prev v1=-0.5 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Hole Charge Concentration (/cm3)
       99.6553081037,      915532745745000
       99.9919814419,      915328401832000
        100.32865478,      915124057919000
       100.665328118,      914915876294000
       101.002001456,      914707694669000
       101.338674795,      914495730356000
       101.675348133,      914283766043000
       102.012021471,      914068071180000
       102.348694809,      913852376318000
       102.685368147,      913633000268000
       103.022041486,      913413624218000
       103.358714824,      913190613667000
       103.695388162,      912967603117000
         104.0320615,      912741002174000
       104.368734838,      912514401232000
       104.705408177,      912284251525000
       105.042081515,      912054101818000
       105.378754853,      911820442582000
       105.715428191,      911586783345000
       106.052101529,      911349651508000
       106.388774868,      911112519671000
       106.725448206,      910871949943000
       107.062121544,      910631380215000
       107.398794882,      910387405162000
        107.73546822,      910143430110000
       108.072141558,      909896080237000
       108.408814897,      909648730363000
       108.745488235,      909398034183000
       109.082161573,      909147338003000
       109.418834911,      908893322111000
       109.755508249,      908639306219000
       110.092181588,      908381995360000
       110.428854926,      908124684500000
       110.765528264,      907864101634000
       111.102201602,      907603518767000
        111.43887494,      907339685131000
       111.775548279,      907075851496000
       112.112221617,      906808786668000
       112.448894955,      906541721840000
       112.785568293,      906271443795000
       113.122241631,      906001165750000
       113.458914969,      905727690914000
       113.795588308,      905454216078000
       114.132261646,      905177559385000
       114.468934984,      904900902693000
       114.805608322,      904621077634000
        115.14228166,      904341252575000
       115.478954999,      904058271249000
       115.815628337,      903775289923000
       116.152301675,      903489163084000
       116.488975013,      903203036245000
       116.825648351,      902913773345000
        117.16232169,      902624510446000
       117.498995028,      902332119685000
       117.835668366,      902039728924000
       118.172341704,      901744217286000
       118.509015042,      901448705647000
        118.84568838,      901150078941000
       119.182361719,      900851452235000
       119.519035057,      900549715137000
       119.855708395,      900247978039000
       120.192381733,      899943134127000
       120.529055071,      899638290216000
        120.86572841,      899330342006000
       121.202401748,      899022393796000
       121.539075086,      898711342775000
       121.875748424,      898400291755000
       122.212421762,      898086138417000
       122.549095101,      897771985079000
       122.885768439,      897454728952000
       123.222441777,      897137472826000
       123.559115115,      896817112507000
       123.895788453,      896496752188000
       124.232461791,      896173285369000
        124.56913513,      895849818549000
       124.905808468,      895523242044000
       125.242481806,      895196665539000
       125.579155144,      894866975314000
       125.915828482,      894537285089000
       126.252501821,      894204476285000
       126.589175159,      893871667482000
       126.925848497,      893535734441000
       127.262521835,      893199801401000
       127.599195173,      892860737690000
       127.935868512,      892521673978000
        128.27254185,      892179472408000
       128.609215188,      891837270838000
       128.945888526,      891491923490000
       129.282561864,      891146576142000
       129.619235202,      890798074386000
       129.955908541,      890449572630000
       130.292581879,      890097907144000
       130.629255217,      889746241658000
       130.965928555,      889391402449000
       131.302601893,      889036563240000
       131.639275232,      888678539661000
        131.97594857,      888320516082000
       132.312621908,      887959296849000
       132.649295246,      887598077616000
       132.985968584,      887233650827000
