------------------------------------------------------------
 solve prev v1=0.5 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Total Current (A)
       45.1142273172,        32.7434474018
       45.4509006554,        32.7434474018
       45.7875739936,        32.7434474018
       46.1242473318,        32.7434474018
         46.46092067,        32.7434474018
       46.7975940082,        32.7434474018
       47.1342673464,        32.7434474018
       47.4709406846,        32.7434474018
       47.8076140227,        32.7434474018
       48.1442873609,        32.7434474018
       48.4809606991,        32.7434474018
       48.8176340373,        32.7434474018
       49.1543073755,        32.7434474018
       49.4909807137,        32.7434474018
       49.8276540519,        32.7434474018
       50.1643273901,        32.7434474018
       50.5010007282,        32.7434474018
       50.8376740664,        32.7434474018
       51.1743474046,        32.7434474018
       51.5110207428,        32.7434474018
        51.847694081,        32.7434474018
       52.1843674192,        32.7434474018
       52.5210407574,        32.7434474018
       52.8577140956,        32.7434474018
       53.1943874338,        32.7434474018
       53.5310607719,        32.7434474018
       53.8677341101,        32.7434474018
       54.2044074483,        32.7434474018
       54.5410807865,        32.7434474018
       54.8777541247,        32.7434474018
       55.2144274629,        32.7434474018
       55.5511008011,        32.7434474018
       55.8877741393,        32.7434474018
       56.2244474774,        32.7434474018
       56.5611208156,        32.7434474018
       56.8977941538,        32.7434474018
        57.234467492,        32.7434474018
       57.5711408302,        32.7434474018
       57.9078141684,        32.7434474018
       58.2444875066,        32.7434474018
       58.5811608448,        32.7434474018
        58.917834183,        32.7434474018
       59.2545075211,        32.7434474018
       59.5911808593,        32.7434474018
       59.9278541975,        32.7434474018
       60.2645275357,        32.7434474018
       60.6012008739,        32.7434474018
       60.9378742121,        32.7434474018
       61.2745475503,        32.7434474018
       61.6112208885,        32.7434474018
       61.9478942266,        32.7434474018
       62.2845675648,        32.7434474018
        62.621240903,        32.7434474018
       62.9579142412,        32.7434474018
       63.2945875794,        32.7434474018
       63.6312609176,        32.7434474018
       63.9679342558,        32.7434474018
        64.304607594,        32.7434474018
       64.6412809322,        32.7434474018
       64.9779542703,        32.7434474018
       65.3146276085,        32.7434474018
       65.6513009467,        32.7434474018
       65.9879742849,        32.7434474018
       66.3246476231,        32.7434474018
       66.6613209613,        32.7434474018
       66.9979942995,        32.7434474018
       67.3346676377,        32.7434474018
       67.6713409758,        32.7434474018
        68.008014314,        32.7434474018
       68.3446876522,        32.7434474018
       68.6813609904,        32.7434474018
       69.0180343286,        32.7434474018
       69.3547076668,        32.7434474018
        69.691381005,        32.7434474018
       70.0280543432,        32.7434474018
       70.3647276814,        32.7434474018
       70.7014010195,        32.7434474018
       71.0380743577,        32.7434474018
       71.3747476959,        32.7434474018
       71.7114210341,        32.7434474018
       72.0480943723,        32.7434474018
       72.3847677105,        32.7434474018
       72.7214410487,        32.7434474018
       73.0581143869,        32.7434474018
        73.394787725,        32.7434474018
       73.7314610632,        32.7434474018
       74.0681344014,        32.7434474018
       74.4048077396,        32.7434474018
       74.7414810778,        32.7434474018
        75.078154416,        32.7434474018
       75.4148277542,        32.7434474018
       75.7515010924,        32.7434474018
       76.0881744306,        32.7434474018
       76.4248477687,        32.7434474018
       76.7615211069,        32.7434474018
       77.0981944451,        32.7434474018
       77.4348677833,        32.7434474018
       77.7715411215,        32.7434474018
       78.1082144597,        32.7434474018
       78.4448877979,        32.7434474018
       78.7815611361,        32.7434474018
       79.1182344743,        32.7434474018
       79.4549078124,        32.7434474018
       79.7915811506,        32.7434474018
       80.1282544888,        32.7434474018
        80.464927827,        32.7434474018
       80.8016011652,        32.7434474018
       81.1382745034,        32.7434474018
       81.4749478416,        32.7434474018
       81.8116211798,        32.7434474018
       82.1482945179,        32.7434474018
       82.4849678561,        32.7434474018
       82.8216411943,        32.7434474018
       83.1583145325,        32.7434474018
       83.4949878707,        32.7434474018
       83.8316612089,        32.7434474018
       84.1683345471,        32.7434474018
       84.5050078853,        32.7434474018
       84.8416812235,        32.7434474018
       85.1783545616,        32.7434474018
       85.5150278998,        32.7434474018
        85.851701238,        32.7434474018
       86.1883745762,        32.7434474018
       86.5250479144,        32.7434474018
       86.8617212526,        32.7434474018
