------------------------------------------------------------
 solve prev v1=-1 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Electron Concentration (/cm3)
       142.412822054,    1.07059453412e+16
       142.749495392,    1.07053134165e+16
        143.08616873,    1.07046786817e+16
       143.422842068,    1.07040439468e+16
       143.759515406,    1.07034063904e+16
       144.096188745,    1.07027688339e+16
       144.432862083,    1.07021284443e+16
       144.769535421,    1.07014880547e+16
       145.106208759,    1.07008448204e+16
       145.442882097,    1.07002015862e+16
       145.779555436,    1.06995554958e+16
       146.116228774,    1.06989094054e+16
       146.452902112,    1.06982604472e+16
        146.78957545,     1.0697611489e+16
       147.126248788,    1.06969596514e+16
       147.462922126,    1.06963078138e+16
       147.799595465,    1.06956530851e+16
       148.136268803,    1.06949983564e+16
       148.472942141,    1.06943407249e+16
       148.809615479,    1.06936830933e+16
       149.146288817,    1.06930225472e+16
       149.482962156,    1.06923620011e+16
       149.819635494,    1.06916985287e+16
       150.156308832,    1.06910350562e+16
        150.49298217,    1.06903686455e+16
       150.829655508,    1.06897022348e+16
       151.166328847,     1.0689032874e+16
       151.503002185,    1.06883635132e+16
       151.839675523,    1.06876911904e+16
       152.176348861,    1.06870188676e+16
       152.513022199,    1.06863435708e+16
       152.849695537,     1.0685668274e+16
       153.186368876,    1.06849899913e+16
       153.523042214,    1.06843117085e+16
       153.859715552,    1.06836304278e+16
        154.19638889,     1.0682949147e+16
       154.533062228,    1.06822648562e+16
       154.869735567,    1.06815805653e+16
       155.206408905,    1.06808932523e+16
       155.543082243,    1.06802059393e+16
       155.879755581,    1.06795155919e+16
       156.216428919,    1.06788252445e+16
       156.553102258,    1.06781318506e+16
       156.889775596,    1.06774384566e+16
       157.226448934,    1.06767420039e+16
       157.563122272,    1.06760455512e+16
        157.89979561,    1.06753460274e+16
       158.236468949,    1.06746465037e+16
       158.573142287,    1.06739438965e+16
       158.909815625,    1.06732412894e+16
       159.246488963,    1.06725355866e+16
       159.583162301,    1.06718298837e+16
       159.919835639,    1.06711210728e+16
       160.256508978,    1.06704122618e+16
       160.593182316,    1.06697003303e+16
       160.929855654,    1.06689883989e+16
       161.266528992,    1.06682733344e+16
        161.60320233,    1.06675582699e+16
       161.939875669,    1.06668400599e+16
       162.276549007,      1.066612185e+16
       162.613222345,     1.0665400482e+16
       162.949895683,    1.06646791139e+16
       163.286569021,    1.06639545753e+16
        163.62324236,    1.06632300366e+16
       163.959915698,    1.06625023148e+16
       164.296589036,    1.06617745929e+16
       164.633262374,    1.06610436751e+16
       164.969935712,    1.06603127573e+16
        165.30660905,    1.06595786308e+16
       165.643282389,    1.06588445044e+16
       165.979955727,    1.06581071567e+16
       166.316629065,    1.06573698089e+16
       166.653302403,     1.0656629227e+16
       166.989975741,    1.06558886452e+16
        167.32664908,    1.06551448164e+16
       167.663322418,    1.06544009876e+16
