------------------------------------------------------------
 solve prev gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Hole Charge Concentration (/cm3)
       283.142277416,      747618895295000
       283.478950755,      745530974272000
       283.815624093,      743404387275000
       284.152297431,      741277800279000
       284.488970769,      739111817070000
       284.825644107,      736945833861000
       285.162317445,      734739709508000
       285.498990784,      732533585155000
       285.835664122,      730286559712000
        286.17233746,      728039534270000
       286.509010798,      725750832440000
       286.845684136,      723462130611000
       287.182357475,      721130961408000
       287.519030813,      718799792205000
       287.855704151,      716425348597000
       288.192377489,      714050904989000
       288.529050827,      711632363543000
       288.865724166,      709213822096000
       289.202397504,      706750342601000
       289.539070842,      704286863107000
        289.87574418,      701777588202000
       290.212417518,      699268313296000
       290.549090857,      696712368072000
       290.885764195,      694156422847000
       291.222437533,      691552914447000
       291.559110871,      688949406048000
       291.895784209,      686297423259000
       292.232457547,      683645440470000
       292.569130886,      680944053294000
       292.905804224,      678242666117000
       293.242477562,      675490925337000
         293.5791509,      672739184556000
       293.915824238,      669936121288000
       294.252497577,      667133058019000
       294.589170915,      664277683251000
       294.925844253,      661422308483000
       295.262517591,      658513612603000
       295.599190929,      655604916723000
       295.935864268,      652641869030000
       296.272537606,      649678821336000
       296.609210944,      646660369538000
       296.945884282,      643641917739000
        297.28255762,      640566987438000
       297.619230958,      637492057136000
       297.955904297,      634359551296000
       298.292577635,      631227045457000
       298.629250973,      628035843859000
       298.965924311,      624844642262000
       299.302597649,      621593600941000
       299.639270988,      618342559619000
       299.975944326,      615030510280000
       300.312617664,      611718460940000
       300.649291002,      608344210362000
        300.98596434,      604969959785000
       301.322637679,      601532289211000
       301.659311017,      598094618636000
       301.995984355,      594592283129000
       302.332657693,      591089947622000
       302.669331031,      587521675418000
       303.006004369,      583953403213000
       303.342677708,      580317895042000
       303.679351046,      576682386871000
       304.016024384,      572978315262000
       304.352697722,      569274243654000
        304.68937106,      565500252219000
       305.026044399,      561726260785000
       305.362717737,      557880963476000
       305.699391075,      554035666167000
       306.036064413,      550117646510000
       306.372737751,      546199626853000
        306.70941109,      542207437158000
       307.046084428,      538215247464000
       307.382757766,      534147408012000
       307.719431104,      530079568561000
       308.056104442,      525934566759000
        308.39277778,      521789564956000
       308.729451119,      517565854463000
       309.066124457,      513342143970000
       309.402797795,      509038143801000
       309.739471133,      504734143631000
       310.076144471,      500348237221000
        310.41281781,      495962330811000
       310.749491148,      491492865056000
       311.086164486,      487023399300000
       311.422837824,      482468683554000
       311.759511162,      477913967807000
       312.096184501,      473272272856000
       312.432857839,      468630577904000
       312.769531177,      463900134892000
       313.106204515,      459169691879000
       313.442877853,      454348691203000
       313.779551191,      449527690528000
        314.11622453,      444614280693000
       314.452897868,      439700870858000
       314.789571206,      434693157283000
       315.126244544,      429685443709000
       315.462917882,      424581487498000
       315.799591221,      419477531288000
       316.136264559,      414275347949000
       316.472937897,      409073164610000
       316.809611235,      403770722727000
       317.146284573,      398468280845000
       317.482957912,      393063500701000
        317.81963125,      387658720558000
       318.156304588,      382149472705000
       318.492977926,      376640224851000
       318.829651264,      371024328618000
       319.166324603,      365408432385000
       319.502997941,      359683654339000
       319.839671279,      353958876292000
       320.176344617,      348122928623000
       320.513017955,      342286980955000
       320.849691293,      336337519813000
       321.186364632,      330388058671000
        321.52303797,      324322682417000
       321.859711308,      318257306163000
       322.196384646,      312073553561000
