------------------------------------------------------------
 solve vstep=0.1 nsteps=5 elect=1
------------------------------------------------------------
Position (um), Electric Field (V/cm)
       98.9819614274,       -14.8809527569
       99.3186347655,       -14.8809527569
       99.6553081037,       -14.8809527569
       99.9919814419,       -14.8809527569
        100.32865478,       -14.8809527569
       100.665328118,       -14.8809527569
       101.002001456,       -14.8809527569
       101.338674795,       -14.8809527569
       101.675348133,       -14.8809527569
       102.012021471,       -14.8809527569
       102.348694809,       -14.8809527569
       102.685368147,       -14.8809527569
       103.022041486,       -14.8809527569
       103.358714824,       -14.8809527569
       103.695388162,       -14.8809527569
         104.0320615,       -14.8809527569
       104.368734838,       -14.8809527569
       104.705408177,       -14.8809527569
       105.042081515,       -14.8809527569
       105.378754853,       -14.8809527569
       105.715428191,       -14.8809527569
       106.052101529,       -14.8809527569
       106.388774868,       -14.8809527569
       106.725448206,       -14.8809527569
       107.062121544,       -14.8809527569
       107.398794882,       -14.8809527569
        107.73546822,       -14.8809527569
       108.072141558,       -14.8809527569
       108.408814897,       -14.8809527569
       108.745488235,       -14.8809527569
       109.082161573,       -14.8809527569
       109.418834911,       -14.8809527569
       109.755508249,       -14.8809527569
       110.092181588,       -14.8809527569
       110.428854926,       -14.8809527569
       110.765528264,       -14.8809527569
       111.102201602,       -14.8809527569
        111.43887494,       -14.8809527569
       111.775548279,       -14.8809527569
       112.112221617,       -14.8809527569
       112.448894955,       -14.8809527569
       112.785568293,       -14.8809527569
       113.122241631,       -14.8809527569
       113.458914969,       -14.8809527569
       113.795588308,       -14.8809527569
       114.132261646,       -14.8809527569
       114.468934984,       -14.8809527569
       114.805608322,       -14.8809527569
        115.14228166,       -14.8809527569
       115.478954999,       -14.8809527569
       115.815628337,       -14.8809527569
       116.152301675,       -14.8809527569
       116.488975013,       -14.8809527569
       116.825648351,       -14.8809527569
        117.16232169,       -14.8809527569
       117.498995028,       -14.8809527569
       117.835668366,       -14.8809527569
       118.172341704,       -14.8809527569
       118.509015042,       -14.8809527569
        118.84568838,       -14.8809527569
       119.182361719,       -14.8809527569
       119.519035057,       -14.8809527569
       119.855708395,       -14.8809527569
       120.192381733,       -14.8809527569
       120.529055071,       -14.8809527569
        120.86572841,       -14.8809527569
