------------------------------------------------------------
 solve vstep=0.1 nsteps=5 elect=1
------------------------------------------------------------
Position (um), Electric Field (V/cm)
       278.428850682,       -14.8809527569
        278.76552402,       -14.8809527569
       279.102197358,       -14.8809527569
       279.438870696,       -14.8809527569
       279.775544034,       -14.8809527569
       280.112217373,       -14.8809527569
       280.448890711,       -14.8809527569
       280.785564049,       -14.8809527569
       281.122237387,       -14.8809527569
       281.458910725,       -14.8809527569
       281.795584064,       -14.8809527569
       282.132257402,       -14.8809527569
        282.46893074,       -14.8809527569
       282.805604078,       -14.8809527569
       283.142277416,       -14.8809527569
       283.478950755,       -14.8809527569
       283.815624093,       -14.8809527569
       284.152297431,       -14.8809527569
       284.488970769,       -14.8809527569
       284.825644107,       -14.8809527569
       285.162317445,       -14.8809527569
       285.498990784,       -14.8809527569
       285.835664122,       -14.8809527569
        286.17233746,       -14.8809527569
       286.509010798,       -14.8809527569
       286.845684136,       -14.8809527569
       287.182357475,       -14.8809527569
       287.519030813,       -14.8809527569
       287.855704151,       -14.8809527569
       288.192377489,       -14.8809527569
       288.529050827,       -14.8809527569
       288.865724166,       -14.8809527569
       289.202397504,       -14.8809527569
       289.539070842,       -14.8809527569
        289.87574418,       -14.8809527569
       290.212417518,       -14.8809527569
       290.549090857,       -14.8809527569
       290.885764195,       -14.8809527569
       291.222437533,       -14.8809527569
       291.559110871,       -14.8809527569
       291.895784209,       -14.8809527569
       292.232457547,       -14.8809527569
       292.569130886,       -14.8809527569
       292.905804224,       -14.8809527569
       293.242477562,       -14.8809527569
         293.5791509,       -14.8809527569
       293.915824238,       -14.8809527569
       294.252497577,       -14.8809527569
       294.589170915,       -14.8809527569
       294.925844253,       -14.8809527569
       295.262517591,       -14.8809527569
       295.599190929,       -14.8809527569
       295.935864268,       -14.8809527569
       296.272537606,       -14.8809527569
       296.609210944,       -14.8809527569
       296.945884282,       -14.8809527569
        297.28255762,       -14.8809527569
       297.619230958,       -14.8809527569
       297.955904297,       -14.8809527569
       298.292577635,       -14.8809527569
       298.629250973,       -14.8809527569
       298.965924311,       -14.8809527569
       299.302597649,       -14.8809527569
       299.639270988,       -14.8809527569
       299.975944326,       -14.8809527569
       300.312617664,       -14.8809527569
       300.649291002,       -14.8809527569
        300.98596434,       -14.8809527569
       301.322637679,       -14.8809527569
       301.659311017,       -14.8809527569
       301.995984355,       -14.8809527569
       302.332657693,       -14.8809527569
       302.669331031,       -14.8809527569
       303.006004369,       -14.8809527569
       303.342677708,       -14.8809527569
       303.679351046,       -14.8809527569
       304.016024384,       -14.8809527569
       304.352697722,       -14.8809527569
        304.68937106,       -14.8809527569
       305.026044399,       -14.8809527569
       305.362717737,       -14.8809527569
       305.699391075,       -14.8809527569
       306.036064413,       -14.8809527569
       306.372737751,       -14.8809527569
        306.70941109,       -14.8809527569
       307.046084428,       -14.8809527569
       307.382757766,       -14.8809527569
       307.719431104,       -14.8809527569
       308.056104442,       -14.8809527569
        308.39277778,       -14.8809527569
       308.729451119,       -14.8809527569
       309.066124457,       -14.8809527569
       309.402797795,       -14.8809527569
       309.739471133,       -14.8809527569
       310.076144471,       -14.8809527569
        310.41281781,       -14.8809527569
       310.749491148,       -14.8809527569
       311.086164486,       -14.8809527569
       311.422837824,       -14.8809527569
       311.759511162,       -14.8809527569
       312.096184501,       -14.8809527569
       312.432857839,       -14.8809527569
       312.769531177,       -14.8809527569
       313.106204515,       -14.8809527569
       313.442877853,       -14.8809527569
       313.779551191,       -14.8809527569
        314.11622453,       -14.8809527569
       314.452897868,       -14.8809527569
       314.789571206,       -14.8809527569
       315.126244544,       -14.8809527569
       315.462917882,       -14.8809527569
       315.799591221,       -14.8809527569
       316.136264559,       -14.8809527569
       316.472937897,       -14.8809527569
       316.809611235,       -14.8809527569
       317.146284573,       -14.8809527569
       317.482957912,       -14.8809527569
        317.81963125,       -14.8809527569
       318.156304588,       -14.8809527569
       318.492977926,       -14.8809527569
       318.829651264,       -14.8809527569
       319.166324603,       -14.8809527569
       319.502997941,       -14.8809527569
       319.839671279,       -14.8809527569
       320.176344617,       -14.8809527569
       320.513017955,       -14.8809527569
       320.849691293,       -14.8809527569
       321.186364632,       -14.8809527569
        321.52303797,       -14.8809527569
       321.859711308,       -14.8809527569
       322.196384646,       -14.8809527569
       322.533057984,       -14.8809527569
       322.869731323,       -14.8809527569
       323.206404661,       -14.8809527569
       323.543077999,       -14.8809527569
       323.879751337,       -14.8809527569
       324.216424675,       -14.8809527569
       324.553098014,       -14.8809527569
       324.889771352,       -14.8809527569
        325.22644469,       -14.8809527569
       325.563118028,       -14.8809527569
       325.899791366,       -14.8809527569
       326.236464704,       -14.8809527569
       326.573138043,       -14.8809527569
       326.909811381,       -14.8809527569
       327.246484719,       -14.8809527569
       327.583158057,       -14.8809527569
       327.919831395,       -14.8809527569
       328.256504734,       -14.8809527569
       328.593178072,       -14.8809527569
        328.92985141,       -14.8809527569
       329.266524748,       -14.8809527569
       329.603198086,       -14.8809527569
       329.939871425,       -14.8809527569
       330.276544763,       -14.8809527569
       330.613218101,       -14.8809527569
       330.949891439,       -14.8809527569
       331.286564777,       -14.8809527569
       331.623238115,       -14.8809527569
       331.959911454,       -14.8809527569
       332.296584792,       -14.8809527569
        332.63325813,       -14.8809527569
       332.969931468,       -14.8809527569
       333.306604806,       -14.8809527569
       333.643278145,       -14.8809527569
       333.979951483,       -14.8809527569
       334.316624821,       -14.8809527569
       334.653298159,       -14.8809527569
       334.989971497,       -14.8809527569
       335.326644836,       -14.8809527569
       335.663318174,       -14.8809527569
       335.999991512,       -14.8809527569

