------------------------------------------------------------
 solve init
------------------------------------------------------------
Position (um), Conduction Band Potential (eV)
                   0,       0.208640999984
      0.336673338188,       0.208640999984
      0.673346676377,       0.208640999984
       1.01002001456,       0.208640999984
       1.34669335275,       0.208640999984
       1.68336669094,       0.208640999984
       2.02004002913,       0.208640999984
       2.35671336732,       0.208640999984
       2.69338670551,       0.208640999984
       3.03006004369,       0.208640999984
       3.36673338188,       0.208640999984
       3.70340672007,       0.208640999984
       4.04008005826,       0.208640999984
       4.37675339645,       0.208640999984
       4.71342673464,       0.208640999984
       5.05010007282,       0.208640999984
       5.38677341101,       0.208640999984
        5.7234467492,       0.208640999984
       6.06012008739,       0.208640999984
       6.39679342558,       0.208640999984
       6.73346676377,       0.208640999984
       7.07014010195,       0.208640999984
       7.40681344014,       0.208640999984
       7.74348677833,       0.208640999984
       8.08016011652,       0.208640999984
       8.41683345471,       0.208640999984
        8.7535067929,       0.208640999984
       9.09018013108,       0.208640999984
       9.42685346927,       0.208640999984
       9.76352680746,       0.208640999984
       10.1002001456,       0.208640999984
       10.4368734838,       0.208640999984
        10.773546822,       0.208640999984
       11.1102201602,       0.208640999984
       11.4468934984,       0.208640999984
       11.7835668366,       0.208640999984
       12.1202401748,       0.208640999984
        12.456913513,       0.208640999984
       12.7935868512,       0.208640999984
       13.1302601893,       0.208640999984
       13.4669335275,       0.208640999984
       13.8036068657,       0.208640999984
       14.1402802039,       0.208640999984
       14.4769535421,       0.208640999984
       14.8136268803,       0.208640999984
       15.1503002185,       0.208640999984
       15.4869735567,       0.208640999984
       15.8236468949,       0.208640999984
        16.160320233,       0.208640999984
       16.4969935712,       0.208640999984
       16.8336669094,       0.208640999984
       17.1703402476,       0.208640999984
       17.5070135858,       0.208640999984
        17.843686924,       0.208640999984
       18.1803602622,       0.208640999984
       18.5170336004,       0.208640999984
       18.8537069385,       0.208640999984
       19.1903802767,       0.208640999984
       19.5270536149,       0.208640999984
       19.8637269531,       0.208640999984
       20.2004002913,       0.208640999984
       20.5370736295,       0.208640999984
       20.8737469677,       0.208640999984
       21.2104203059,       0.208640999984
       21.5470936441,       0.208640999984
       21.8837669822,       0.208640999984
       22.2204403204,       0.208640999984
       22.5571136586,       0.208640999984
       22.8937869968,       0.208640999984
        23.230460335,       0.208640999984
       23.5671336732,       0.208640999984
       23.9038070114,       0.208640999984
       24.2404803496,       0.208640999984
       24.5771536877,       0.208640999984
       24.9138270259,       0.208640999984
       25.2505003641,       0.208640999984
       25.5871737023,       0.208640999984
       25.9238470405,       0.208640999984
       26.2605203787,       0.208640999984
       26.5971937169,       0.208640999984
       26.9338670551,       0.208640999984
       27.2705403933,       0.208640999984
       27.6072137314,       0.208640999984
       27.9438870696,       0.208640999984
       28.2805604078,       0.208640999984
        28.617233746,       0.208640999984
       28.9539070842,       0.208640999984
       29.2905804224,       0.208640999984
       29.6272537606,       0.208640999984
       29.9639270988,       0.208640999984
       30.3006004369,       0.208640999984
       30.6372737751,       0.208640999984
       30.9739471133,       0.208640999984
