------------------------------------------------------------
 solve init
------------------------------------------------------------
Position (um), Hole Charge Concentration (/cm3)
                   0,    1.09143728782e+15
      0.336673338188,    1.09143728782e+15
      0.673346676377,    1.09143728782e+15
       1.01002001456,    1.09143728782e+15
       1.34669335275,    1.09143728782e+15
       1.68336669094,    1.09143728782e+15
       2.02004002913,    1.09143728782e+15
       2.35671336732,    1.09143728782e+15
       2.69338670551,    1.09143728782e+15
       3.03006004369,    1.09143728782e+15
       3.36673338188,    1.09143728782e+15
       3.70340672007,    1.09143728782e+15
       4.04008005826,    1.09143728782e+15
       4.37675339645,    1.09143728782e+15
       4.71342673464,    1.09143728782e+15
       5.05010007282,    1.09143728782e+15
       5.38677341101,    1.09143728782e+15
        5.7234467492,    1.09143728782e+15
       6.06012008739,    1.09143728782e+15
       6.39679342558,    1.09143728782e+15
       6.73346676377,    1.09143728782e+15
       7.07014010195,    1.09143728782e+15
       7.40681344014,    1.09143728782e+15
       7.74348677833,    1.09143728782e+15
       8.08016011652,    1.09143728782e+15
       8.41683345471,    1.09143728782e+15
        8.7535067929,    1.09143728782e+15
       9.09018013108,    1.09143728782e+15
       9.42685346927,    1.09143728782e+15
       9.76352680746,    1.09143728782e+15
       10.1002001456,    1.09143728782e+15
       10.4368734838,    1.09143728782e+15
        10.773546822,    1.09143728782e+15
       11.1102201602,    1.09143728782e+15
       11.4468934984,    1.09143728782e+15
       11.7835668366,    1.09143728782e+15
       12.1202401748,    1.09143728782e+15
        12.456913513,    1.09143728782e+15
       12.7935868512,    1.09143728782e+15
       13.1302601893,    1.09143728782e+15
       13.4669335275,    1.09143728782e+15
       13.8036068657,    1.09143728782e+15
       14.1402802039,    1.09143728782e+15
       14.4769535421,    1.09143728782e+15
       14.8136268803,    1.09143728782e+15
       15.1503002185,    1.09143728782e+15
       15.4869735567,    1.09143728782e+15
       15.8236468949,    1.09143728782e+15
        16.160320233,    1.09143728782e+15
       16.4969935712,    1.09143728782e+15
       16.8336669094,    1.09143728782e+15
       17.1703402476,    1.09143728782e+15
       17.5070135858,    1.09143728782e+15
        17.843686924,    1.09143728782e+15
       18.1803602622,    1.09143728782e+15
       18.5170336004,    1.09143728782e+15
       18.8537069385,    1.09143728782e+15
       19.1903802767,    1.09143728782e+15
       19.5270536149,    1.09143728782e+15
       19.8637269531,    1.09143728782e+15
       20.2004002913,    1.09143728782e+15
       20.5370736295,    1.09143728782e+15
       20.8737469677,    1.09143728782e+15
       21.2104203059,    1.09143728782e+15
       21.5470936441,    1.09143728782e+15
       21.8837669822,    1.09143728782e+15
       22.2204403204,    1.09143728782e+15
       22.5571136586,    1.09143728782e+15
       22.8937869968,    1.09143728782e+15
        23.230460335,    1.09143728782e+15
       23.5671336732,    1.09143728782e+15
       23.9038070114,    1.09143728782e+15
       24.2404803496,    1.09143728782e+15
       24.5771536877,    1.09143728782e+15
       24.9138270259,    1.09143728782e+15
       25.2505003641,    1.09143728782e+15
       25.5871737023,    1.09143728782e+15
       25.9238470405,    1.09143728782e+15
       26.2605203787,    1.09143728782e+15
       26.5971937169,    1.09143728782e+15
       26.9338670551,    1.09143728782e+15
       27.2705403933,    1.09143728782e+15
       27.6072137314,    1.09143728782e+15
       27.9438870696,    1.09143728782e+15
       28.2805604078,    1.09143728782e+15
        28.617233746,    1.09143728782e+15
       28.9539070842,    1.09143728782e+15
       29.2905804224,    1.09143728782e+15
       29.6272537606,    1.09143728782e+15
       29.9639270988,    1.09143728782e+15
       30.3006004369,    1.09143728782e+15
       30.6372737751,    1.09143728782e+15
       30.9739471133,    1.09143728782e+15
       31.3106204515,    1.09143728782e+15
       31.6472937897,    1.09143728782e+15
       31.9839671279,    1.09143728782e+15
       32.3206404661,    1.09143728782e+15
       32.6573138043,    1.09143728782e+15
       32.9939871425,    1.09143728782e+15
       33.3306604806,    1.09143728782e+15
       33.6673338188,    1.09143728782e+15
        34.004007157,    1.09143728782e+15
       34.3406804952,    1.09143728782e+15
       34.6773538334,    1.09143728782e+15
       35.0140271716,    1.09143728782e+15
       35.3507005098,    1.09143728782e+15
        35.687373848,    1.09143728782e+15
       36.0240471861,    1.09143728782e+15
       36.3607205243,    1.09143728782e+15
       36.6973938625,    1.09143728782e+15
       37.0340672007,    1.09143728782e+15
       37.3707405389,    1.09143728782e+15
       37.7074138771,    1.09143728782e+15
       38.0440872153,    1.09143728782e+15
       38.3807605535,    1.09143728782e+15
       38.7174338917,    1.09143728782e+15
       39.0541072298,    1.09143728782e+15
        39.390780568,    1.09143728782e+15
       39.7274539062,    1.09143728782e+15
       40.0641272444,    1.09143728782e+15
       40.4008005826,    1.09143728782e+15
       40.7374739208,    1.09143728782e+15
        41.074147259,    1.09143728782e+15
       41.4108205972,    1.09143728782e+15
       41.7474939353,    1.09143728782e+15
       42.0841672735,    1.09143728782e+15
       42.4208406117,    1.09143728782e+15
       42.7575139499,    1.09143728782e+15
       43.0941872881,    1.09143728782e+15
       43.4308606263,    1.09143728782e+15
       43.7675339645,    1.09143728782e+15
       44.1042073027,    1.09143728782e+15
       44.4408806409,    1.09143728782e+15
        44.777553979,    1.09143728782e+15
       45.1142273172,    1.09143728782e+15
       45.4509006554,    1.09143728782e+15
       45.7875739936,    1.09143728782e+15
       46.1242473318,    1.09143728782e+15
         46.46092067,    1.09143728782e+15
       46.7975940082,    1.09143728782e+15
       47.1342673464,    1.09143728782e+15
       47.4709406846,    1.09143728782e+15
       47.8076140227,    1.09143728782e+15
       48.1442873609,    1.09143728782e+15
       48.4809606991,    1.09143728782e+15
       48.8176340373,    1.09143728782e+15
       49.1543073755,    1.09143728782e+15
       49.4909807137,    1.09143728782e+15
       49.8276540519,    1.09143728782e+15
       50.1643273901,    1.09143728782e+15
       50.5010007282,    1.09143728782e+15
       50.8376740664,    1.09143728782e+15
       51.1743474046,    1.09143728782e+15
       51.5110207428,    1.09143728782e+15
        51.847694081,    1.09143728782e+15
       52.1843674192,    1.09143728782e+15
       52.5210407574,    1.09143728782e+15
       52.8577140956,    1.09143728782e+15
       53.1943874338,    1.09143728782e+15
       53.5310607719,    1.09143728782e+15
       53.8677341101,    1.09143728782e+15
       54.2044074483,    1.09143728782e+15
       54.5410807865,    1.09143728782e+15
       54.8777541247,    1.09143728782e+15
       55.2144274629,    1.09143728782e+15
       55.5511008011,    1.09143728782e+15
       55.8877741393,    1.09143728782e+15
       56.2244474774,    1.09143728782e+15
       56.5611208156,    1.09143728782e+15
       56.8977941538,    1.09143728782e+15
        57.234467492,    1.09143728782e+15
       57.5711408302,    1.09143728782e+15
       57.9078141684,    1.09143728782e+15
       58.2444875066,    1.09143728782e+15
       58.5811608448,    1.09143728782e+15
        58.917834183,    1.09143728782e+15
       59.2545075211,    1.09143728782e+15
       59.5911808593,    1.09143728782e+15
       59.9278541975,    1.09143728782e+15
       60.2645275357,    1.09143728782e+15
       60.6012008739,    1.09143728782e+15
       60.9378742121,    1.09143728782e+15
       61.2745475503,    1.09143728782e+15
       61.6112208885,    1.09143728782e+15
       61.9478942266,    1.09143728782e+15
       62.2845675648,    1.09143728782e+15
        62.621240903,    1.09143728782e+15
       62.9579142412,    1.09143728782e+15
       63.2945875794,    1.09143728782e+15
       63.6312609176,    1.09143728782e+15
       63.9679342558,    1.09143728782e+15
        64.304607594,    1.09143728782e+15
       64.6412809322,    1.09143728782e+15
       64.9779542703,    1.09143728782e+15
       65.3146276085,    1.09143728782e+15
       65.6513009467,    1.09143728782e+15
       65.9879742849,    1.09143728782e+15
       66.3246476231,    1.09143728782e+15
       66.6613209613,    1.09143728782e+15
       66.9979942995,    1.09143728782e+15
       67.3346676377,    1.09143728782e+15
       67.6713409758,    1.09143728782e+15
        68.008014314,    1.09143728782e+15
       68.3446876522,    1.09143728782e+15
       68.6813609904,    1.09143728782e+15
       69.0180343286,    1.09143728782e+15
       69.3547076668,    1.09143728782e+15
        69.691381005,    1.09143728782e+15
       70.0280543432,    1.09143728782e+15
       70.3647276814,    1.09143728782e+15
       70.7014010195,    1.09143728782e+15
       71.0380743577,    1.09143728782e+15
       71.3747476959,    1.09143728782e+15
       71.7114210341,    1.09143728782e+15
       72.0480943723,    1.09143728782e+15
       72.3847677105,    1.09143728782e+15
       72.7214410487,    1.09143728782e+15
       73.0581143869,    1.09143728782e+15
        73.394787725,    1.09143728782e+15
       73.7314610632,    1.09143728782e+15
       74.0681344014,    1.09143728782e+15
       74.4048077396,    1.09143728782e+15
       74.7414810778,    1.09143728782e+15
        75.078154416,    1.09143728782e+15
       75.4148277542,    1.09143728782e+15
       75.7515010924,    1.09143728782e+15
       76.0881744306,    1.09143728782e+15
       76.4248477687,    1.09143728782e+15
       76.7615211069,    1.09143728782e+15
       77.0981944451,    1.09143728782e+15
       77.4348677833,    1.09143728782e+15
       77.7715411215,    1.09143728782e+15
       78.1082144597,    1.09143728782e+15
       78.4448877979,    1.09143728782e+15
       78.7815611361,    1.09143728782e+15
       79.1182344743,    1.09143728782e+15
       79.4549078124,    1.09143728782e+15
       79.7915811506,    1.09143728782e+15
       80.1282544888,    1.09143728782e+15
        80.464927827,    1.09143728782e+15
       80.8016011652,    1.09143728782e+15
       81.1382745034,    1.09143728782e+15
       81.4749478416,    1.09143728782e+15
       81.8116211798,    1.09143728782e+15
       82.1482945179,    1.09143728782e+15
       82.4849678561,    1.09143728782e+15
       82.8216411943,    1.09143728782e+15
       83.1583145325,    1.09143728782e+15
       83.4949878707,    1.09143728782e+15
       83.8316612089,    1.09143728782e+15
       84.1683345471,    1.09143728782e+15
       84.5050078853,    1.09143728782e+15
       84.8416812235,    1.09143728782e+15
       85.1783545616,    1.09143728782e+15
       85.5150278998,    1.09143728782e+15
        85.851701238,    1.09143728782e+15
       86.1883745762,    1.09143728782e+15
       86.5250479144,    1.09143728782e+15
       86.8617212526,    1.09143728782e+15
       87.1983945908,    1.09143728782e+15
        87.535067929,    1.09143728782e+15
       87.8717412671,    1.09143728782e+15
       88.2084146053,    1.09143728782e+15
       88.5450879435,    1.09143728782e+15
       88.8817612817,    1.09143728782e+15
       89.2184346199,    1.09143728782e+15
       89.5551079581,    1.09143728782e+15
       89.8917812963,    1.09143728782e+15
       90.2284546345,    1.09143728782e+15
       90.5651279727,    1.09143728782e+15
       90.9018013108,    1.09143728782e+15
        91.238474649,    1.09143728782e+15
       91.5751479872,    1.09143728782e+15
       91.9118213254,    1.09143728782e+15
       92.2484946636,    1.09143728782e+15
       92.5851680018,    1.09143728782e+15
         92.92184134,    1.09143728782e+15
       93.2585146782,    1.09143728782e+15
       93.5951880163,    1.09143728782e+15
       93.9318613545,    1.09143728782e+15
       94.2685346927,    1.09143728782e+15
       94.6052080309,    1.09143728782e+15
       94.9418813691,    1.09143728782e+15
       95.2785547073,    1.09143728782e+15
       95.6152280455,    1.09143728782e+15
       95.9519013837,    1.09143728782e+15
       96.2885747219,    1.09143728782e+15
         96.62524806,    1.09143728782e+15
       96.9619213982,    1.09143728782e+15
       97.2985947364,    1.09143728782e+15
       97.6352680746,    1.09143728782e+15
       97.9719414128,    1.09143728782e+15
        98.308614751,    1.09143728782e+15
       98.6452880892,    1.09143728782e+15
       98.9819614274,    1.09143728782e+15
       99.3186347655,    1.09143728782e+15
       99.6553081037,    1.09143728782e+15
       99.9919814419,    1.09143728782e+15
        100.32865478,    1.09143728782e+15
       100.665328118,    1.09143728782e+15
       101.002001456,    1.09143728782e+15
       101.338674795,    1.09143728782e+15
       101.675348133,    1.09143728782e+15
       102.012021471,    1.09143728782e+15
       102.348694809,    1.09143728782e+15
       102.685368147,    1.09143728782e+15
       103.022041486,    1.09143728782e+15
       103.358714824,    1.09143728782e+15
       103.695388162,    1.09143728782e+15
         104.0320615,    1.09143728782e+15
       104.368734838,    1.09143728782e+15
       104.705408177,    1.09143728782e+15
       105.042081515,    1.09143728782e+15
       105.378754853,    1.09143728782e+15
       105.715428191,    1.09143728782e+15
       106.052101529,    1.09143728782e+15
       106.388774868,    1.09143728782e+15
       106.725448206,    1.09143728782e+15
       107.062121544,    1.09143728782e+15
       107.398794882,    1.09143728782e+15
